,0
719,5.1919384
720,1.2499642
721,120.05741
722,7.0724797
723,80.99239
724,77.6431
725,4.9741077
726,1.317336
727,14.757851
728,7.262077
729,13.113362
730,1.7030758
731,2.7869284
732,1.78929
733,6.082442
734,1.0760261
735,8.491803
736,3.2028966
737,15.762156
738,95.25463
739,1.5031365
740,6.0236387
741,13.34074
742,4.160091
743,1.7801869
744,8.995039
745,22.92731
746,1.018436
747,3.8335965
748,169.66313
749,22.524796
750,142.74606
751,6.4301867
752,3.9688966
753,1.4057394
754,185.52939
755,1.2121174
756,15.984286
757,44.2316
758,6.5802903
759,11.774201
760,177.93396
761,20.202269
762,12.52434
763,10.497187
764,99.85875
765,1.5044415
766,11.276294
767,166.42865
768,19.402384
769,1.5772313
770,1.5653851
771,2.0171077
772,1.1086737
773,138.04372
774,234.5832
775,1.1397552
776,1.2472118
777,1.2852225
778,28.675581
779,33.275784
780,219.24199
781,7.6902266
782,13.716296
783,4.4048553
784,3.093117
785,1.7390223
786,2.686598
787,6.0236387
788,47.769096
789,2.393885
790,3.215649
791,1.1397707
792,24.400976
793,20.612402
794,8.319282
795,1.7159264
796,22.29537
797,2.2256563
798,21.971123
799,19.794243
800,8.6813545
801,1.6745001
802,10.61068
803,25.60778
804,19.28797
805,1.3183692
806,2.2390165
807,1.1485819
808,58.79322
809,1.0372199
810,29.857834
811,24.396425
812,189.8754
813,20.267393
814,2.250411
815,423.56024
816,1.1619048
817,130.98416
818,300.246
819,2.4620373
820,2.4620373
821,15.349501
822,1.6478683
823,37.6732
824,2.210886
825,1.2260768
826,1.0667197
827,233.10829
828,1.3340054
829,333.62222
830,2.2900825
831,1.5141603
832,29.080069
833,1.4932162
834,5.48347
835,121.58751
836,1.9019892
837,8.9513445
838,39.608242
839,71.48369
840,6.6795664
841,130.10875
842,1.2660816
843,14.256964
844,265.094
845,18.094093
846,1.2186662
847,8.891116
848,17.706736
849,26.455029
850,149.39517
851,1.3549825
852,87.15823
853,117.31432
854,10.017118
855,28.942745
856,0.0
857,1.0668764
858,2.0531666
859,1.6986973
860,11.912754
861,39.59278
862,67.98346
863,3.597436
864,17.993189
865,1.1609277
866,1.4550107
867,1.3226312
868,1.453365
869,0.6053241
870,43.01133
871,28.904144
872,147.01453
873,2.191726
874,2.0587447
875,19.704073
876,0.97604036
877,1.7955859
878,46.76143
879,3.7690737
880,21.40126
881,32.246513
882,259.31573
883,6.403704
884,6.5802903
885,102.51854
886,2.238504
887,0.9517383
888,1.6478683
889,1.5115833
890,14.342413
891,182.01166
892,84.87883
893,27.389057
894,19.736956
895,1.5745071
896,14.280015
897,77.76516
898,1.3669612
899,10.097852
900,1.4656929
901,1.2375557
902,1.2121097
903,0.93625623
904,4.707948
905,4.4638553
906,26.163458
907,2.4633796
908,59.704548
909,64.375244
910,35.692104
911,12.835727
912,1.9126327
913,189.8754
914,40.0157
915,88.5687
916,15.572173
917,18.554976
918,1.5199373
919,3.6315753
920,1.561091
921,153.224
922,138.1469
923,5.324291
924,2.608903
925,8.656449
926,1.3117812
927,2.140715
928,6.1017256
929,2.6324942
930,1.4816035
931,119.57946
932,166.18687
933,24.25017
934,16.365147
935,68.104065
936,40.356255
937,1.338412
938,5.964964
939,35.464657
940,15.957941
941,34.040142
942,1.5639366
943,0.89961946
944,56.21229
945,7.0263853
946,256.2763
947,1.0942762
948,2.57629
949,46.476196
950,184.90639
951,1.1205562
952,99.152245
953,1.743395
954,1.4816035
955,1.3040105
956,114.99705
957,1.2340233
958,1.2056004
959,46.669476
960,1.0429668
961,14.480991
962,33.056004
963,1.6394722
964,3.1707366
965,21.908512
966,63.109966
967,6.099529
968,1.0180113
969,2.6516554
970,110.0006
971,1.5745071
972,1.1146559
973,40.257557
974,3.8402152
975,8.881669
976,174.90485
977,16.195686
978,21.401209
979,295.3642
980,1.0092816
981,6.412679
982,6.6216497
983,1.4537003
984,134.17046
985,2.2525983
986,234.5832
987,3.8315008
988,3.8368561
989,112.40353
990,3.5663195
991,4.9174747
992,3.582621
993,1.2218025
994,1.0918365
995,47.571053
996,13.961874
997,14.057923
998,182.98843
999,2.0657384
1000,1.1516197
1001,40.032825
1002,1.9660976
1003,1.0788816
1004,1.4981296
1005,1.0762388
1006,2.2193024
1007,1.7957098
1008,1.0983404
1009,3.9929688
1010,4.130179
1011,16.774994
1012,1.5440848
1013,2.0562625
1014,1.1829424
1015,7.1227155
1016,1.4780889
1017,10.310952
1018,2.3156536
1019,19.224983
1020,1.1554849
1021,1.6492792
1022,1.5009007
1023,3.5383077
1024,2.8274813
1025,1.1007708
1026,39.390095
1027,1.9090927
1028,0.71776515
1029,198.8168
1030,1.3846139
1031,33.31234
1032,1.7395473
1033,167.113
1034,1.6937264
1035,14.784114
1036,1.3791144
1037,2.8432205
1038,32.408382
1039,76.47524
1040,31.088093
1041,2.3662617
1042,11.861286
1043,189.8754
1044,13.473825
1045,69.921974
1046,1.0859245
1047,1.8472593
1048,1.4220206
1049,28.699194
1050,3.242165
1051,64.97206
1052,71.89581
1053,19.060072
1054,19.36976
1055,2.8274813
1056,2.487156
1057,28.95955
1058,1.4600705
1059,0.948064
1060,2.151831
1061,26.968584
1062,84.1544
1063,143.08897
1064,10.711803
1065,210.71986
1066,6.6293125
1067,1.4935563
1068,57.055626
1069,229.1015
1070,34.63659
1071,30.527998
1072,2.2662776
1073,27.494524
1074,1.5857861
1075,35.020676
1076,244.63135
1077,1.2919251
1078,0.19422178
1079,1.5115833
1080,20.325397
1081,14.607693
1082,5.5577736
1083,235.76956
1084,1.3506684
1085,70.60304
1086,136.21565
1087,7.910428
1088,17.926376
1089,7.461255
1090,50.973354
1091,1.9216995
1092,37.20778
1093,1.8841697
1094,66.93266
1095,158.00668
1096,1.184377
1097,29.613157
1098,177.12444
1099,8.875614
1100,3.071435
1101,3.3393903
1102,17.354572
1103,66.74663
1104,55.729385
1105,1.4047525
1106,153.65782
1107,1.0426509
1108,1.5168844
1109,135.5258
1110,2.697091
1111,1.2764475
1112,189.03741
1113,27.73837
1114,12.778546
1115,1.3075507
1116,6.3570395
1117,2.234436
1118,4.951412
1119,1.6731989
1120,4.435709
1121,1.7158387
1122,17.26571
1123,19.50403
1124,5.6323276
1125,64.636826
1126,86.28414
1127,123.06893
1128,47.917206
1129,1.3607814
1130,7.9185133
1131,2.3988721
1132,21.724762
1133,4.6597266
1134,14.427486
1135,2.25572
1136,5.247844
1137,1.6433237
1138,21.658606
1139,1.6591365
1140,214.26129
1141,28.30969
1142,75.58325
1143,5.1919384
1144,46.669476
1145,4.743634
1146,3.0105295
1147,2.1357026
1148,1.098895
1149,1.7086569
1150,8.100947
1151,98.35503
1152,1.8136849
1153,3.0317507
1154,1.2797766
1155,369.61307
1156,88.58767
1157,60.040997
1158,7.9185133
1159,1.2147548
1160,7.925265
1161,1.004505
1162,5.7047806
1163,17.038303
1164,4.1525307
1165,1.1596069
1166,2.2572954
1167,133.45303
1168,2.6560113
1169,78.276665
1170,84.231064
1171,3.0277295
1172,1.2717661
1173,2.8407867
1174,15.850277
1175,1.5399352
1176,158.16122
1177,1.2290666
1178,16.63604
1179,20.631025
1180,21.340363
1181,295.0122
1182,11.848356
1183,1.7193961
1184,3.9150772
1185,69.87303
1186,1.1809232
1187,2.9997652
1188,183.9095
1189,14.607693
1190,31.263145
1191,21.968178
1192,123.80764
1193,1.1552032
1194,3.2246182
1195,52.074825
1196,214.49756
1197,16.79049
1198,21.2087
1199,38.304714
1200,3.8402152
1201,22.94258
1202,302.83417
1203,17.384436
1204,1.741308
1205,23.091787
1206,4.926629
1207,43.294006
1208,1.8173187
1209,1.0328184
1210,1.4475671
1211,4.435709
1212,230.77325
1213,1.281448
1214,21.641827
1215,7.0938544
1216,20.882418
1217,1.010954
1218,230.97784
1219,228.34732
1220,1.2027991
1221,1.338412
1222,20.001614
1223,1.060864
1224,2.6180074
1225,1.2477372
1226,3.2740128
1227,1.0641427
1228,1.1634732
1229,2.8391562
1230,29.58121
1231,1.5996238
1232,33.635895
1233,45.06619
1234,0.878345
1235,1.4847999
1236,99.744576
1237,5.7916574
1238,2.3405323
1239,2.2144167
1240,11.820036
1241,28.234447
1242,7.058504
1243,3.3848853
1244,228.34732
1245,10.261306
1246,24.605682
1247,13.605311
1248,169.2201
1249,34.57599
1250,1.0838267
1251,75.58325
1252,4.8366814
1253,2.7450335
1254,0.99519545
1255,1.4214132
1256,1.5146881
1257,148.29315
1258,1.5117565
1259,302.83417
1260,5.465543
1261,1.8124803
1262,17.114754
1263,17.993189
1264,1.595253
1265,9.208222
1266,86.83115
1267,1.3881698
1268,170.93619
1269,1.3328638
1270,18.99594
1271,8.875614
1272,134.6557
1273,0.98043126
1274,4.5448656
1275,11.068504
1276,202.55371
1277,20.631025
1278,16.603931
1279,28.037521
1280,1.0071756
1281,1.0339513
1282,3.916359
1283,3.027779
1284,72.12452
1285,1.0717686
1286,1.0590448
1287,1.433793
1288,1.1738672
1289,2.7206504
1290,4.6400633
1291,0.94804156
1292,157.29697
1293,14.089632
1294,92.64983
1295,1.1025114
1296,8.926783
1297,0.023896486
1298,96.109055
1299,61.53212
1300,47.049915
1301,1.0460728
1302,207.97372
1303,251.04396
1304,2.402052
1305,10.868871
1306,1.3752228
1307,2.8383083
1308,1.4283698
1309,1.6918571
1310,28.558943
1311,1.9018179
1312,10.6118555
1313,70.29284
1314,1.3133583
1315,5.1284385
1316,77.261406
1317,38.870018
1318,12.881224
1319,243.71698
1320,1.0372199
1321,1.2034374
1322,20.325397
1323,1.0086538
1324,15.591433
1325,6.399883
1326,4.8172803
1327,4.0087023
1328,7.4759693
1329,39.608242
1330,1.3656578
1331,40.629642
1332,1.4618417
1333,1.7026408
1334,15.345317
1335,82.69239
1336,2.8347337
1337,75.88616
1338,13.15088
1339,197.70093
1340,1.9660976
1341,64.96564
1342,1.5567183
1343,1.228834
1344,4.8298445
1345,100.8179
1346,29.115396
1347,256.2763
1348,1.2320944
1349,21.02845
1350,1.2231219
1351,6.1503005
1352,11.503299
1353,66.78579
1354,195.49083
1355,31.983698
1356,12.922669
1357,1.1632574
1358,10.123014
1359,1.7708652
1360,107.36297
1361,1.6076688
1362,2.2922478
1363,225.05037
1364,2.9590774
1365,56.652214
1366,1.085096
1367,1.4485639
1368,3.313946
1369,1.1740499
1370,2.9993272
1371,1.9216995
1372,1.732845
1373,4.07897
1374,2.1289375
1375,1.3643636
1376,236.69337
1377,1.4024285
1378,1.3393618
1379,3.302142
1380,1.6660017
1381,2.6407335
1382,3.3255985
1383,5.272376
1384,1.5549302
1385,10.459772
1386,2.7157476
1387,27.237385
1388,1.2682171
1389,1.4290317
1390,36.13287
1391,3.3717728
1392,1.9742345
1393,1.2434925
1394,2.602309
1395,328.7002
1396,1.5331545
1397,52.074825
1398,1.0981692
1399,7.910428
1400,20.526226
1401,1.7159264
1402,1.1503428
1403,36.647385
1404,146.79684
1405,4.994438
1406,10.929914
1407,2.2013893
1408,2.6640458
1409,32.589157
1410,62.49926
1411,1.1755323
1412,7.329829
1413,1.1660748
1414,33.368217
1415,3.1617975
1416,2.0531666
1417,1.6256112
1418,188.45486
1419,243.6716
1420,1.3169256
1421,4.818128
1422,239.3254
1423,22.851707
1424,64.375244
1425,8.193052
1426,2.838333
1427,0.95548725
1428,11.807472
1429,10.323784
1430,2.686598
1431,249.24893
1432,2.8494885
1433,7.254656
1434,8.041024
1435,65.12133
1436,35.241226
1437,10.878862
1438,7.2853694
1439,3.27075
1440,3.4204037
1441,3.5013723
1442,4.405903
1443,423.56024
1444,1.2919251
1445,16.873055
1446,1.2970546
1447,1.3431199
1448,46.732735
1449,1.400549
1450,19.475094
1451,27.263948
1452,3.0184984
1453,1.2214701
1454,17.166683
1455,2.049767
1456,2.9749503
1457,1.3329018
1458,30.438028
1459,77.07517
1460,6.923103
1461,1.1416883
1462,1.2121174
1463,227.63689
1464,1.1873251
1465,2.0020776
1466,168.22589
1467,30.478493
1468,20.31706
1469,1.4227768
1470,51.518364
1471,4.0375543
1472,14.731787
1473,35.37254
1474,1.5602337
1475,2.4160202
1476,0.9946533
1477,2.738953
1478,3.5107553
1479,21.630987
1480,10.418597
1481,70.29284
1482,25.779367
1483,1.1628202
1484,28.104736
1485,1.3783213
1486,49.450855
1487,35.99505
1488,333.62222
1489,6.877311
1490,223.42648
1491,241.8698
1492,189.95265
1493,3.0016398
1494,10.261306
1495,836.4547
1496,5.2188854
1497,12.347462
1498,17.251778
1499,2.7869284
1500,4.592959
1501,28.886272
1502,89.06637
1503,4.0375543
1504,1.1221089
1505,7.520616
1506,14.430403
1507,250.20888
1508,3.7644398
1509,30.527998
1510,224.14139
1511,28.886429
1512,120.21606
1513,1.1939901
1514,12.920054
1515,8.685739
1516,1.8488642
1517,56.839535
1518,81.73787
1519,193.69038
1520,1.2658477
1521,1.344936
1522,51.495167
1523,10.339606
1524,0.87544036
1525,5.9682155
1526,2.6295292
1527,1.2072335
1528,5.325694
1529,3.2439184
1530,25.91919
1531,2.1289375
1532,2.0110056
1533,138.50578
1534,29.910536
1535,7.0871506
1536,1.3754711
1537,1.5021946
1538,1.343974
1539,2.6017692
1540,8.656449
1541,1.5850502
1542,2.2337878
1543,12.729611
1544,2.334015
1545,259.54755
1546,1.3918467
1547,0.8890577
1548,139.32109
1549,171.81628
1550,1.5982958
1551,5.325694
1552,5.4319105
1553,3.9664025
1554,6.897083
1555,30.230103
1556,3.489295
1557,1.4618417
1558,31.806814
1559,160.24855
1560,0.080147915
1561,1.0738428
1562,20.612402
1563,46.669476
1564,295.0122
1565,243.6716
1566,38.066
1567,4.6811666
1568,2.1754858
1569,0.5886353
1570,10.323784
1571,2.8317318
1572,18.904888
1573,24.03431
1574,2.0474787
1575,40.831314
1576,10.037432
1577,53.588856
1578,1.356771
1579,160.33731
1580,14.572178
1581,1.1562892
1582,11.571855
1583,2.9905028
1584,1.9518186
1585,1.1166995
1586,118.55187
1587,9.779082
1588,3.1483626
1589,2.397144
1590,236.69337
1591,15.405287
1592,1.5461076
1593,121.58751
1594,1.1931492
1595,11.797422
1596,15.552547
1597,1.2652576
1598,8.814132
1599,65.614914
1600,5.622193
1601,1.9242196
1602,5.304395
1603,3.1950915
1604,3.0725598
1605,1.4814906
1606,170.13704
1607,2.3799672
1608,42.55578
1609,18.480083
1610,41.537895
1611,250.20888
1612,53.632374
1613,1.6624098
1614,57.467266
1615,5.7639947
1616,1.2238057
1617,1.69542
1618,45.999546
1619,61.06953
1620,14.447516
1621,69.87303
1622,0.12309622
1623,1.1731659
1624,1.1628202
1625,7.3918004
1626,1.0538514
1627,20.631025
1628,3.0599446
1629,1.495826
1630,27.317076
1631,6.762632
1632,1.2665416
1633,1.3688385
1634,99.098495
1635,2.0386577
1636,14.919658
1637,368.78677
1638,186.4123
1639,61.981625
1640,2.1979413
1641,1.9780364
1642,3.5550258
1643,232.11331
1644,1.7158387
1645,5.4765663
1646,4.762168
1647,6.999847
1648,3.9882622
1649,1.0138911
1650,1.2582339
1651,1.373014
1652,11.178255
1653,0.93945557
1654,1.4925054
1655,1.5044415
1656,93.46607
1657,80.700645
1658,48.990494
1659,1.4183987
1660,13.979428
1661,1.2952944
1662,1.769613
1663,6.295363
1664,1.1083304
1665,4.3176527
1666,1.5621134
1667,28.231684
1668,2.6516554
1669,141.89636
1670,124.58236
1671,174.90485
1672,2.6758175
1673,1.7492532
1674,23.846508
1675,28.904144
1676,1.134658
1677,37.12154
1678,2.2448485
1679,274.54077
1680,114.99705
1681,23.50481
1682,2.6407335
1683,20.267393
1684,2.9370677
1685,1.4287784
1686,4.0087023
1687,283.6848
1688,1.8905534
1689,64.011314
1690,2.0854285
1691,16.79049
1692,18.168455
1693,5.8166184
1694,3.1305137
1695,48.103516
1696,29.393822
1697,292.8675
1698,210.00949
1699,1.1926864
1700,2.136034
1701,82.228676
1702,0.0
1703,2.4237342
1704,39.59278
1705,11.213479
1706,50.5887
1707,1.8665957
1708,2.3211827
1709,6.6293125
1710,7.329829
1711,5.287308
1712,12.52434
1713,456.78857
1714,7.3573813
1715,3.3236523
1716,1.5440848
1717,1.063704
1718,35.46354
1719,12.167148
1720,11.659668
1721,59.87369
1722,22.92003
1723,38.766563
1724,1.0807083
1725,14.617186
1726,1.2028675
1727,2.4682364
1728,27.752378
1729,23.755522
1730,2.435836
1731,3.8577034
1732,94.556244
1733,165.95581
1734,1.1402246
1735,16.88137
1736,106.44039
1737,20.048489
1738,52.99154
1739,1.383789
1740,44.601425
1741,170.93619
1742,1.1692218
1743,43.388016
1744,15.572173
1745,3.3671467
1746,154.34673
1747,2.1027331
1748,93.92242
1749,6.5833483
1750,3.0379927
1751,2.190022
1752,68.986435
1753,56.782734
1754,48.68353
1755,49.450855
1756,15.561132
1757,27.123127
1758,1.3676889
1759,1.3881698
1760,1.9159945
1761,32.886898
1762,156.59555
1763,4.265995
1764,1.1412995
1765,7.691765
1766,110.0006
1767,2.0529776
1768,71.19188
1769,25.46698
1770,12.294425
1771,54.745377
1772,2.2572954
1773,2.3836517
1774,8.1806
1775,4.3837285
1776,277.37955
1777,216.3055
1778,2.1659713
1779,120.56582
1780,1.1396861
